RIP1	RIP2	RIP3	RIP4	RIP5	RIP6	ID	seqnames	start	end	GeneID	
3219	2.949975292	1.661245786	2.664520795	2.560731912	1.938349685	1.449304532	ref3946	chr12	69976040	69976440	Sav1
3220	6.904392148	6.845223739	6.530710096	5.825385202	5.372673527	5.092691476	ref3947	chr12	69984133	69984533	Sav1
3221	4.597382565	4.26214983	4.5257193	4.545534081	4.01773714	3.826462148	ref3948	chr12	70013124	70014238	Nin
3222	5.565382663	5.421720214	4.952847487	5.04276089	4.662091584	4.415182648	ref3949	chr12	70043620	70044020	Nin
3223	2.21756079	2.364852783	1.988523218	1.945211944	0.77105494	1.106702869	ref3950	chr12	70044053	70044453	Nin
3224	5.545157635	5.374313112	4.707971051	4.744983695	4.297698481	4.145225941	ref3951	chr12	70045070	70045470	Nin
3225	3.817590739	3.385792121	3.225059822	3.420201603	2.666866089	2.978465241	ref3952	chr12	70899254	70899963	Frmd6
3226	1.33740056	1.661245786	0.903131727	-0.299410424	0.049770968	-0.283756608	ref3953	chr12	71015557	71015957	3110056K07Rik
3227	5.338706758	4.645704935	4.697864565	4.744983695	4.412070246	4.104842527	ref3954	chr12	71067011	71067411	Arid4a
3228	4.064926459	3.418675482	3.333482282	3.648702834	3.025192945	3.125175529	ref3955	chr12	71069676	71070076	Arid4a
3229	3.321633244	2.39821138	2.764748243	2.97792752	3.121088372	2.610077835	ref3956	chr12	71071623	71072023	Arid4a
3230	4.340011774	3.56538577	2.98020795	3.530174445	3.544221176	3.304451553	ref3957	chr12	71072446	71072846	Arid4a
3231	8.370184989	8.058298982	8.045176504	7.967579757	7.75563682	7.603340481	ref3958	chr12	71074987	71075387	Arid4a
3232	5.475616702	5.130635649	5.49832097	5.550980275	5.286367009	5.26251218	ref3959	chr12	71075648	71076202	Arid4a
3233	4.058598839	3.1996657	2.705451059	2.784357933	1.608501927	1.583605624	ref3960	chr12	71123229	71123629	Timm9
3234	3.692400477	4.154014588	4.04940546	3.31145394	3.148656632	3.154248453	ref3961	chr12	71137618	71138018	2700049A03Rik
3235	4.789208938	4.341462963	4.461459101	4.53677718	4.032610417	4.152448459	ref3962	chr12	71317449	71317849	Dact1
3236	3.481541536	3.282390623	2.876496601	3.476235638	2.868223599	2.824202641	ref3963	chr12	71317958	71318358	Dact1
3237	3.332163912	2.681709888	2.929284015	3.648702834	3.073937279	3.117814824	ref3964	chr12	71318539	71318939	Dact1
3238	2.02329197	2.760781459	1.774398413	0.904948074	0.049770968	0.982523458	ref3965	chr12	71965546	71965946	Daam1
3239	3.245684391	3.209095113	3.013185273	3.371784474	3.202261376	2.711361171	ref3966	chr12	71989609	71990009	Daam1
3240	2.744575942	2.681709888	2.802967565	2.047392339	2.020226692	1.974395577	ref3967	chr12	72096697	72097097	Jkamp
3241	1.061766118	1.865863505	2.203791205	1.480808368	0.621677316	0.949733523	ref3968	chr12	72097461	72097861	Jkamp
3242	4.058598839	3.671514121	3.942184504	3.410647296	3.383349422	3.196787998	ref3969	chr12	72100762	72101162	Jkamp
3243	3.10539305	3.171001942	1.654104179	2.471648369	2.41774643	2.294692586	ref3970	chr12	72125884	72126284	Ccdc175
3244	0.358159121	-0.805072219	-0.366957436	0.849452962	0.906406793	0.982523458	ref3971	chr12	72163072	72163472	Ccdc175
3245	-0.24756194	-0.805072219	-0.547529682	1.009917634	1.14409835	0.437527364	ref3972	chr12	72163566	72163966	Ccdc175
3246	-4.771123896	-0.965536891	-0.994988659	-0.735509539	-0.301701403	-0.969648017	ref3973	chr12	72169519	72170113	Ccdc175
3247	2.262299105	2.106871605	2.858462678	1.891273137	1.14409835	0.881829458	ref3975	chr12	72262713	72263113	Rtn1
3248	0.514278322	1.136824827	1.160289567	0.306310637	-0.030399381	-0.969648017	ref3976	chr12	72303619	72304019	Rtn1
3249	3.234500653	2.941353705	3.293772572	2.39619614	1.348112242	1.377154746	ref3977	chr12	72308227	72308627	Rtn1
3250	0.843585948	1.422733699	1.100168574	0.386480985	0.77105494	0.881829458	ref3978	chr12	72492029	72492429	Lrrc9
3251	4.360733064	3.999568319	4.15660452	3.968190508	3.82045718	3.699082841	ref3979	chr12	72541442	72541842	Pcnxl4
3252	4.308360887	3.335017553	4.485158937	4.213201232	4.123405955	3.884000557	ref3980	chr12	72567817	72568217	Pcnxl4
3253	3.016778663	2.681709888	3.04542561	2.39619614	2.039989947	2.43160253	ref3981	chr12	72568267	72568667	Pcnxl4
3254	2.467280843	2.478381728	2.287046709	2.842363537	2.692066644	2.69166537	ref3982	chr12	72573552	72573952	Pcnxl4
3255	3.267795093	3.151571412	3.293772572	4.092906998	3.797419644	4.008627212	ref3983	chr12	72574005	72574405	Pcnxl4
3256	1.111519153	1.980423269	2.053374363	2.415432359	2.387212062	2.084218855	ref3984	chr12	72575181	72575581	Pcnxl4
3257	7.382111442	7.042726937	6.698498299	6.684326744	6.146948964	5.932530451	ref3985	chr12	72783506	72784235	Ppm1a
3258	3.177243335	1.516855876	1.954970659	0.731616471	0.621677316	-0.738322471	ref3986	chr12	73043284	73043684	Six1
3259	7.317333107	6.849752213	6.995244261	6.129040785	5.658100724	5.543650473	ref3987	chr12	73103561	73103961	Six4
3260	5.047458281	4.144216961	4.677436683	4.235019342	3.808984395	3.785239485	ref3988	chr12	73104021	73104421	Six4
3261	5.695462441	5.138059482	5.271797882	4.682839174	3.935714625	3.752342733	ref3989	chr12	73108697	73109097	Six4
3262	4.714705412	4.911341136	4.461459101	3.565044905	2.85712589	2.805998045	ref3990	chr12	73112791	73113365	Six4
3263	4.673890949	3.82044438	3.669701034	3.148571174	2.74118441	2.69166537	ref3991	chr12	73281246	73281646	Trmt5
3264	3.22322954	2.381628496	2.556806978	2.453152025	1.917133199	2.006635914	ref3992	chr12	73282534	73282934	Trmt5
3265	6.415609393	5.990711131	5.77800065	5.214574574	4.48957378	4.700315387	ref3993	chr12	73284647	73285047	Trmt5
3266	1.603915535	1.576356888	1.326939436	0.731616471	-0.404794896	0.437527364	ref3994	chr12	73307205	73307605	Slc38a6
3267	2.21756079	1.980423269	3.152910036	3.968190508	3.58515144	3.481204617	ref3995	chr12	73544449	73545108	Tmem30b
3268	4.653042392	4.047662607	4.041434749	4.116606834	3.436507358	3.244882286	ref3998	chr12	75453328	75453728	Ppp2r5e
3269	3.810076685	3.450826006	4.15660452	3.476235638	3.367794608	3.125175529	ref3999	chr12	75515332	75515732	Ppp2r5e
3270	6.769488512	6.460234382	5.621058872	5.683831057	4.727538218	4.793347788	ref4000	chr12	75632229	75632629	Wdr89
3271	3.993747694	2.996848817	2.840200471	3.016231408	1.581784589	2.069032451	ref4001	chr12	75632999	75633500	Wdr89
3272	3.363302424	3.691834105	3.458469059	2.543349834	2.628220161	2.407656835	ref4002	chr12	75930823	75931223	Syne2
3273	3.042657295	2.8953675	3.252938855	2.119542125	2.519797702	1.990605804	ref4003	chr12	75945136	75945536	Syne2
3274	2.663504331	2.640487225	3.13803676	2.232310055	1.685807653	1.941418254	ref4004	chr12	75965838	75966238	Syne2
3275	4.460097284	4.743039877	4.598147773	3.780653965	3.808984395	3.410671872	ref4005	chr12	75966559	75967262	Syne2
3276	0.586428108	1.136824827	0.403560718	0.731616471	-0.030399381	0.234710481	ref4006	chr12	75969402	75969802	Syne2
3277	3.22322954	3.343605049	3.280289343	3.193835907	2.432774639	2.523598314	ref4007	chr12	76109803	76110431	Syne2
3278	4.276000016	4.828114229	4.548394738	3.961662465	3.738163058	3.718678321	ref4008	chr12	76327640	76328362	Akap5
3279	2.428548448	2.554330582	2.287046709	2.232310055	2.27494583	2.214149159	ref4009	chr12	76330055	76330455	Akap5
3280	5.238704721	4.818905506	4.559600193	4.879200305	4.652494908	4.260006776	ref4010	chr12	76348973	76349759	Zbtb25
3281	4.045859727	3.402327488	3.23906668	3.45779839	3.11178063	2.833219514	ref4011	chr12	76385446	76385846	Zbtb1
3282	6.283480422	5.433835289	5.544170152	5.504580264	5.183503318	5.052719796	ref4012	chr12	76386168	76386568	Zbtb1
3283	4.746545492	4.499669365	4.171288566	3.860022203	3.564831455	3.520810497	ref4013	chr12	76387104	76387504	Zbtb1
3284	4.521197736	3.0076962	3.659321889	2.828079311	2.505653519	2.523598314	ref4014	chr12	76405971	76406487	Hspa2
3285	5.563149389	4.60699616	4.400448106	4.558570571	4.066729795	4.012601581	ref4015	chr12	76448292	76448692	Gm10451
3286	5.024915712	4.825051181	5.12866249	5.07032915	4.471494658	4.270002394	ref4016	chr12	76575847	76576617	Plekhg3
3287	4.819463153	4.876258677	4.702926658	4.789896117	4.177939504	4.127009852	ref4017	chr12	76578348	76578748	Plekhg3
3288	0.783464955	0.304552273	0.589973842	0.958387333	1.14409835	0.572879217	ref4018	chr12	76603374	76603774	Sptb
3289	4.534937793	4.652632655	4.214464707	5.426141072	4.718368515	4.598225413	ref4019	chr12	76612641	76613368	Sptb
3290	-3.186161396	-1.593568113	-1.284495276	-2.015617458	-0.767364975	-0.207807754	ref4020	chr12	76618971	76619371	Sptb
3291	2.074366155	2.295728422	2.021313153	2.676873507	2.241197038	1.974395577	ref4021	chr12	76620585	76620985	Sptb
3292	4.511964457	4.7234333	4.20735782	4.868771139	4.793058849	4.436048435	ref4022	chr12	76621011	76621411	Sptb
3293	6.988348225	6.25135159	6.469649908	6.13485518	5.558850478	5.468963058	ref4023	chr12	76937814	76938552	Max
3294	3.211869678	2.002282703	3.505581655	2.376699964	1.55456312	1.958001139	ref4024	chr12	77280248	77280648	Fut8
3295	2.821333141	2.871812772	3.397328764	2.611655847	2.340163489	2.186270126	ref4025	chr12	77331940	77332340	Fut8
3296	2.284158539	2.811186413	2.802967565	2.232310055	1.851544858	2.172125944	ref4026	chr12	77364794	77365194	Fut8
3297	2.559792982	1.356391204	2.600862158	2.525755774	2.224021895	2.038171487	ref4027	chr12	77388786	77389186	Fut8
3298	11.12352811	9.770616296	10.80049761	10.68349017	10.34572601	10.45339936	ref4028	chr12	77410018	77410418	Fut8
3299	3.911870687	3.513054306	4.04940546	3.656807884	3.270770154	3.244882286	ref4029	chr12	77475118	77475518	Fut8
3300	3.352997415	2.883638207	3.750150867	2.884386752	2.291528714	2.294692586	ref4030	chr12	77475642	77476042	Fut8
3301	1.798731712	1.980423269	2.021313153	1.199395433	0.77105494	0.339680041	ref4031	chr12	78260833	78261233	Gphn
3302	1.603915535	2.223124673	1.326939436	0.731616471	0.332170698	0.810570775	ref4032	chr12	78293443	78293843	Gphn
3303	3.802523291	3.535714904	3.950721186	2.925220469	2.588510452	2.661608136	ref4033	chr12	78304899	78305299	Gphn
3304	3.59956351	2.126909358	3.769581397	2.72392208	2.834671039	2.43160253	ref4034	chr12	78305410	78306024	Gphn
3305	3.093062248	2.065941341	3.56238801	2.489910575	2.35601744	1.924642542	ref4035	chr12	78306108	78307081	Gphn
3306	2.486263946	3.07112158	3.769581397	2.275059703	1.180167605	1.136146647	ref4036	chr12	78308780	78309180	Gphn
3307	3.82506586	2.7085515	4.033419756	3.065770869	2.788684834	2.588939068	ref4037	chr12	78317244	78317644	Gphn
3308	3.177243335	2.539457305	3.648867531	2.611655847	2.547676734	2.11412034	ref4038	chr12	78317789	78318929	Gphn
3309	2.262299105	1.633500795	2.764748243	2.022517671	1.348112242	1.377154746	ref4039	chr12	78319172	78319572	Gphn
3310	-0.016236394	-0.409143542	0.499776033	-0.916081785	-0.301701403	-1.586319378	ref4040	chr12	78321060	78321460	Gphn
3311	2.262299105	1.661245786	1.885429725	1.619971115	0.817597526	1.248257013	ref4041	chr12	78322033	78322433	Gphn
3312	1.457694794	1.516855876	1.695326842	0.603292374	-0.301701403	0.234710481	ref4042	chr12	78337590	78337990	Gphn
3313	0.514278322	0.438853364	-0.206492764	-0.299410424	0.125719821	-0.738322471	ref4043	chr12	78338573	78338973	Gphn
3314	1.828788946	2.08655162	2.783984462	1.863528147	1.107104143	1.193290554	ref4044	chr12	78382573	78382973	Gphn
3315	1.704609535	1.250781016	2.174936343	1.586418556	0.394906454	0.949733523	ref4045	chr12	78383083	78383483	Gphn
3316	1.111519153	1.175818958	1.735404281	1.107764957	0.512742944	-0.066945219	ref4046	chr12	78384070	78384632	Gphn
3317	1.294965294	1.136824827	2.053374363	0.668880716	-0.205486088	0.121499871	ref4047	chr12	78390986	78391386	Gphn
3318	-0.016236394	0.076283285	1.218005064	0.534579624	-1.072219557	-0.207807754	ref4048	chr12	78427415	78427815	Gphn
3319	1.858232724	0.924280191	2.415944442	0.534579624	1.917133199	0.735608717	ref4049	chr12	78427847	78428247	Gphn
3320	-0.683661055	-0.098803422	0.589973842	-0.430654958	-1.700250779	-0.363926956	ref4050	chr12	78489876	78490276	Gphn
3321	0.438329469	0.674920722	1.037432819	-0.916081785	0.125719821	0.179215369	ref4051	chr12	78781931	78782331	Mpp5
3322	6.982510722	6.889881265	6.613686198	6.621524907	6.353551716	6.007133996	ref4052	chr12	78797025	78797425	Mpp5
3323	5.097698658	4.48033	4.406666628	4.626176265	4.510973851	4.375612582	ref4053	chr12	78809590	78809990	Mpp5
3324	4.12672156	3.98317388	3.123008551	3.215946609	2.74118441	2.478333581	ref4054	chr12	78837449	78837849	Mpp5
3325	3.92584363	3.705223483	3.422096669	3.810022817	3.375592979	3.23130388	ref4055	chr12	78964268	78964668	Tmem229b
3326	3.546288717	3.12192595	3.092474182	3.439122465	3.193464428	2.894807312	ref4056	chr12	79055043	79055443	Plekhh1
3327	3.700551318	4.004991991	4.362563346	3.521323528	3.092983035	3.161426055	ref4057	chr12	79175495	79175895	Rdh11
3328	4.25954324	4.408479715	4.394202663	3.780653965	3.551124036	3.271661617	ref4058	chr12	79175927	79176327	Rdh11
3329	2.791118528	2.313322482	2.174936343	1.945211944	1.710682322	1.958001139	ref4059	chr12	79233658	79234058	Zfyve26
3330	3.443195224	3.685092528	4.104000436	3.590655549	3.336172629	3.175675011	ref4060	chr12	79280234	79280634	Zfyve26
3331	4.08996301	3.558025065	3.87200921	3.361902963	2.845942151	3.428630964	ref4061	chr12	79393105	79393505	Rad51b
3332	5.705622308	5.49870853	5.71675652	5.557488685	5.646867224	5.674835295	ref4062	chr12	79415081	79415481	Rad51b
3333	3.528084122	3.52820085	4.163965225	4.050471732	4.141813797	3.930956316	ref4063	chr12	79415885	79416285	Rad51b
3334	2.448044624	2.539457305	3.333482282	3.381598764	2.901013534	2.478333581	ref4064	chr12	79416316	79416716	Rad51b
3335	5.178702814	4.026485052	5.059307318	5.097380475	4.883344886	5.007631906	ref4065	chr12	79569977	79571006	Rad51b
3336	2.194660388	1.958227523	3.0293955	2.72392208	2.729060851	2.610077835	ref4066	chr12	79571041	79571441	Rad51b
3337	3.289572035	2.185405007	3.266678911	3.053544566	2.995135711	2.953873253	ref4067	chr12	79571605	79572005	Rad51b
3338	2.171390609	1.286850271	2.339995589	1.918494606	1.938349685	2.069032451	ref4068	chr12	79576842	79577242	Rad51b
3339	1.828788946	1.213786809	1.567947536	1.366852179	0.621677316	1.045948838	ref4069	chr12	79615334	79615734	Rad51b
3340	3.003663163	3.081426588	3.528573297	3.788052417	3.473312799	3.336512762	ref4070	chr12	79669870	79670270	Rad51b
3341	4.120659807	4.491964701	3.88987563	4.567196576	4.460537428	4.104842527	ref4071	chr12	79670274	79670924	Rad51b
3342	6.945266893	5.964504669	6.74095193	6.294021297	5.749460649	5.715634017	ref4072	chr12	80109342	80109742	Zfp36l1
3343	6.586977811	5.435844614	6.558902396	6.287510929	5.651692296	5.476176548	ref4073	chr12	80109757	80110157	Zfp36l1
3344	6.287544354	5.801089448	5.546987917	5.631326913	4.939665413	4.963144442	ref4074	chr12	80338445	80338845	Dcaf5
3345	3.055424591	2.883638207	2.313764047	2.692727458	1.829002289	1.819672982	ref4075	chr12	80339753	80340153	Dcaf5
3346	1.603915535	2.985919257	1.378469737	1.716186431	1.685807653	1.326968989	ref4076	chr12	80489377	80489777	Exd2
3347	2.663504331	3.434840302	2.783984462	2.739270044	2.324133379	2.099247064	ref4077	chr12	80644187	80644587	Slc39a9
3348	1.704609535	2.569052087	2.287046709	2.316578972	2.153200557	1.990605804	ref4078	chr12	80644649	80645049	Slc39a9
3349	0.086857099	0.674920722	0.403560718	0.791737464	-0.030399381	0.916180963	ref4079	chr12	80662301	80662701	Slc39a9
3350	4.292271185	4.114418414	4.542759203	4.933583942	4.730581879	4.421175159	ref4080	chr12	80679675	80680345	Slc39a9
3351	1.418700662	0.561710112	1.522859646	0.958387333	-0.205486088	0.339680041	ref4081	chr12	80719789	80720189	Plekhd1
3352	4.180160819	4.366960446	4.200215751	2.784357933	2.17123448	2.443427966	ref4082	chr12	80874249	80874649	Susd6
3353	4.365867216	4.28462217	3.92495809	3.448490648	3.443943947	3.812851716	ref4083	chr12	80944784	80945184	Gm20337
3354	5.280085044	4.794057614	4.330214568	4.196618348	3.713761715	3.36165841	ref4084	chr12	80949818	80950218	Srsf5
3355	3.433447248	3.131875611	3.409765867	2.415432359	1.735135365	1.745194766	ref4085	chr12	81103313	81103713	Smoc1
3356	4.25954324	3.949815284	4.096326508	2.739270044	2.641217502	2.661608136	ref4086	chr12	81186034	81186434	Smoc1
3357	1.061766118	0.076283285	1.522859646	0.849452962	0.948842059	1.165001509	ref4087	chr12	81392276	81392676	Cox16
3358	1.798731712	-0.008605613	2.511364007	1.945211944	1.685807653	1.583605624	ref4089	chr12	81392909	81394414	Cox16
3359	2.663504331	2.798749309	3.107822147	3.538971393	3.262382368	3.258334086	ref4091	chr12	81432458	81433036	Cox16
3360	2.099240823	1.980423269	2.821704128	2.870514577	2.788684834	2.345993815	ref4093	chr12	81433118	81433518	Cox16
3361	5.833429333	5.287963032	6.138970845	5.85210254	5.592698249	5.418930883	ref4095	chr12	81462637	81463684	Cox16
3362	4.521197736	4.533840056	4.87425465	4.22959567	4.012745111	3.674208173	ref4097	chr12	81463716	81464116	Cox16
3363	7.190687512	5.910618885	7.30421936	6.824036258	6.750585558	6.706155644	ref4099	chr12	81465911	81467644	Cox16
3364	7.114953688	6.220213078	7.002447461	6.708896395	6.447185439	6.458439013	ref4101	chr12	81493854	81494254	Synj2bp
3365	6.851385558	6.223706288	6.923332518	6.368703766	6.177381941	6.241076259	ref4103	chr12	81495324	81496019	Synj2bp
3366	0.183072414	-0.529437776	-0.206492764	-1.363540762	-1.45924268	-1.792770255	ref4105	chr12	81497620	81498020	Synj2bp
3367	3.708656368	3.227771038	3.470392226	2.964930179	2.628220161	2.759455459	ref4107	chr12	81503742	81504142	Synj2bp
3368	2.775770563	1.389943764	2.929284015	2.142811904	2.241197038	2.320571218	ref4109	chr12	81507246	81507646	Synj2bp
3369	5.116096719	4.676621011	4.317069192	4.213201232	3.650889237	3.458074742	ref4111	chr12	81722000	81722400	Map3k9
3370	4.430999927	3.711871859	4.134294358	4.293371581	3.494953631	3.330157267	ref4112	chr12	81724105	81724505	Map3k9
3371	2.467280843	1.661245786	1.920619154	2.253843217	1.107104143	1.076645635	ref4113	chr12	81743769	81744169	Map3k9
3372	3.993747694	3.862879647	3.346479622	2.884386752	3.073937279	2.701546881	ref4114	chr12	81772368	81772992	Map3k9
3373	3.883512132	4.444852105	4.412858462	4.128312335	3.726013975	3.679217535	ref4115	chr12	81918067	81918531	Pcnx
3374	6.040250797	5.972831936	6.232955406	5.550980275	5.587671432	5.385607311	ref4116	chr12	81919028	81919428	Pcnx
3375	3.165514043	3.161319389	3.167631542	3.371784474	3.157730216	2.928854793	ref4117	chr12	81996066	81996466	Pcnx
3376	3.129742912	3.246208286	2.25982524	2.047392339	1.069136293	1.193290554	ref4118	chr12	82340536	82340936	Sipa1l1
3377	7.142887432	6.872183787	6.712370473	5.898981232	5.686591513	5.767121545	ref4119	chr12	82341676	82342360	Sipa1l1
3378	0.956796558	1.633500795	2.946459159	0.462429838	0.455027446	0.339680041	ref4120	chr12	82379416	82379816	Sipa1l1
3379	4.965278035	4.552479786	4.242547249	3.556405987	3.166747089	3.330157267	ref4121	chr12	82425089	82425489	Sipa1l1
3380	3.311025145	2.509242692	2.929284015	2.856507719	1.469674222	1.873112241	ref4122	chr12	82432611	82433011	Sipa1l1
3381	3.771907924	3.402327488	2.62239532	2.507944498	2.134938351	1.855518181	ref4123	chr12	83568299	83568699	Zfyve1
3382	3.692400477	2.478381728	3.196631414	3.077894428	2.601868835	2.599547168	ref4124	chr12	83568779	83569179	Zfyve1
3383	5.204724072	4.806535054	4.554008345	4.162869557	3.762158539	3.653994952	ref4125	chr12	83574697	83575325	Zfyve1
3384	6.08452327	5.258748583	5.734168568	5.30244109	4.90236374	5.007631906	ref4126	chr12	83594346	83594746	Zfyve1
3385	6.813368901	6.000247394	6.142701151	5.810931029	5.269724344	5.233859585	ref4127	chr12	83594912	83595312	Zfyve1
3386	5.260921831	4.420706018	4.767166844	4.006750355	4.002708931	3.463892068	ref4128	chr12	83660422	83660822	Rbm25
3387	8.664676566	7.976805116	7.526790211	7.122837205	6.593116361	6.484427717	ref4129	chr12	83663815	83664375	Rbm25
3388	9.821508328	9.240112635	9.057949836	8.497405111	8.108420938	8.001770579	ref4130	chr12	83667921	83668628	Rbm25
3389	2.894212021	3.161319389	2.174936343	1.971443486	1.249708538	1.583605624	ref4131	chr12	83671715	83672115	Rbm25
3390	8.246206508	7.458011621	7.25164399	6.962888725	6.568663317	6.495119676	ref4132	chr12	83672559	83672959	Rbm25
3391	7.548830414	6.705639905	6.795285779	6.46185172	5.988158496	6.00613766	ref4133	chr12	83674148	83674548	Rbm25
3392	6.041855575	5.972831936	6.11638416	5.860899488	5.672416448	5.334132731	ref4134	chr12	83734031	83734431	Psen1
3393	4.248466832	4.104347203	2.929284015	3.028776661	2.189045756	2.069032451	ref4135	chr12	83950719	83951728	2410016O06Rik
3394	5.485084792	4.821981616	4.646242062	4.324232545	3.523312186	3.258334086	ref4136	chr12	83951961	83952794	2410016O06Rik
3395	2.074366155	1.136824827	1.567947536	0.306310637	1.030142161	0.179215369	ref4137	chr12	84016777	84017177	Acot1
3396	4.039447738	3.402327488	4.009104096	3.974689145	3.303841975	3.380234139	ref4138	chr12	84151390	84151790	Elmsan1
3397	2.541759059	2.381628496	2.021313153	2.507944498	1.959258675	1.646341379	ref4139	chr12	84152096	84152496	Elmsan1
3398	2.523496852	1.889514773	2.084738534	2.525755774	1.782832107	1.666661364	ref4140	chr12	84171563	84171963	Elmsan1
3399	7.612850336	7.27595563	7.138503878	6.979140038	6.415384067	6.568498731	ref4141	chr12	84172699	84173480	Elmsan1
3400	5.64144595	5.725898744	5.55540834	5.581104756	5.181280366	5.085162718	ref4142	chr12	84173753	84174385	Elmsan1
3401	2.147739341	2.7085515	0.971844477	2.210450621	1.41017321	1.60482211	ref4143	chr12	84193447	84193847	Elmsan1
3402	1.603915535	0.924280191	1.428222772	1.285552076	0.862685415	0.656537146	ref4144	chr12	84411000	84411400	Bbof1
3403	5.647782835	5.003637983	4.68768678	4.523541353	4.066729795	3.469686032	ref4145	chr12	84417508	84418194	Rnf113a2
3404	3.363302424	3.255339298	2.894307877	3.171381056	2.575027222	2.320571218	ref4147	chr12	84529767	84530167	Lin52
3405	3.939682537	2.6543594	2.894307877	3.573632401	3.40637164	3.002645054	ref4148	chr12	84530196	84530596	Lin52
3406	4.435890424	4.765582445	4.29041356	2.842363537	2.258170117	2.11412034	ref4149	chr12	84602671	84603071	Abcd4
3407	3.39378303	2.554330582	2.145492565	1.059670669	-0.205486088	-0.849353783	ref4150	chr12	84649739	84650139	Vrtn
3408	7.15702432	7.299871323	7.119700158	6.94810436	6.653697989	6.571195989	ref4151	chr12	84919333	84920107	Arel1
3409	6.517165446	5.922131725	6.948058895	6.303086736	5.980508305	6.024951383	ref4152	chr12	85014762	85015162	Ylpm1
3410	5.439547447	4.563549112	5.414402277	5.158594902	4.787223877	4.919359874	ref4153	chr12	85028801	85029201	Ylpm1
3411	8.159428658	8.060579666	8.245802673	7.675627548	7.538805241	7.420988269	ref4154	chr12	85029384	85029784	Ylpm1
3412	8.162013472	8.268787468	7.979947324	7.637227515	7.457555467	7.456434383	ref4155	chr12	85030198	85030598	Ylpm1
3413	4.276000016	4.476430822	4.461459101	3.873995146	3.826159539	3.440480682	ref4156	chr12	85033747	85034147	Ylpm1
3414	5.954242361	5.142987566	5.964486454	5.695680775	5.506541605	5.377925211	ref4157	chr12	85040429	85040829	Ylpm1
3415	2.171390609	1.605211751	2.365758685	1.480808368	1.348112242	0.773576567	ref4158	chr12	85135603	85136003	Rps6kl1
3416	4.345220065	4.026485052	4.009104096	4.050471732	4.213182662	3.803706234	ref4159	chr12	85266175	85266788	Mlh3
3417	6.721230049	6.061393323	6.519277089	6.420796652	6.345632958	6.161873472	ref4160	chr12	85267202	85268541	Mlh3
3418	2.850927923	2.918543822	2.313764047	2.275059703	2.27494583	1.974395577	ref4161	chr12	85268947	85269347	Mlh3
3419	0.358159121	0.779890282	-0.206492764	-0.430654958	-0.205486088	-0.539013663	ref4162	chr12	85290095	85290495	Zc2hc1c
3420	2.21756079	2.524429096	1.47631706	1.863528147	1.873740604	1.352280078	ref4163	chr12	85298274	85298674	Zc2hc1c
3421	4.254015666	3.868841205	3.21091564	4.019377963	3.359953855	3.659074869	ref4164	chr12	85301506	85301906	Nek9
3422	7.101166214	6.845979473	7.547339751	6.923122003	6.361427246	6.336116363	ref4165	chr12	85343079	85343479	Tmed10
3423	3.740628757	3.209095113	2.440397486	5.150007406	4.563125133	4.26667821	ref4166	chr12	85638741	85639141	Jdp2
3424	2.486263946	3.558025065	3.539933159	2.660843397	2.692066644	3.049821847	ref4167	chr12	85746655	85747055	Mfsd7c
3425	1.418700662	1.486159079	0.403560718	1.285552076	0.817597526	0.84664003	ref4168	chr12	85824436	85824836	0610007P14Rik
3426	1.915376631	1.322039699	1.735404281	0.035008615	-0.515826208	0.339680041	ref4169	chr12	86014169	86014569	Ttll5
3427	1.111519153	1.356391204	1.160289567	0.035008615	0.621677316	0.339680041	ref4170	chr12	86015213	86015613	Ttll5
3428	3.373534346	3.131875611	3.04542561	2.071845383	2.116442007	1.562072462	ref4171	chr12	86025942	86026342	Ttll5
3429	4.718724064	4.762383564	4.640976745	4.379151443	4.217528132	4.004641864	ref4172	chr12	86244338	86244738	Gpatch2l
3430	7.181253356	7.091977092	6.170375178	6.923961756	6.181836425	6.228316491	ref4173	chr12	86518843	86519243	Esrrb
3431	6.825531771	6.111278706	6.003986336	6.499519157	6.200616029	6.037684008	ref4174	chr12	86521262	86521662	Esrrb
3432	7.885971208	7.05323603	6.922247784	7.50205193	6.743069547	6.758568284	ref4175	chr12	86881674	86882415	Irf2bpl
3433	5.050650086	4.495822176	4.394202663	4.496699741	3.803213607	3.830970573	ref4176	chr12	86883645	86884442	Irf2bpl
3434	5.244291156	4.541324872	4.437363426	4.686802624	4.234780297	3.980495776	ref4177	chr12	86961743	86962143	Cipc
3435	1.061766118	1.356391204	1.735404281	1.24311681	0.906406793	1.40160779	ref4178	chr12	87089386	87089786	Tmem63c
3436	4.511964457	5.043715422	4.978121623	3.928571679	4.002708931	3.648897084	ref4179	chr12	87108887	87109287	Pomt2
3437	4.156654066	3.56538577	3.528573297	3.773217376	3.083491586	3.428630964	ref4180	chr12	87163795	87164195	Gstz1
3438	2.523496852	2.478381728	2.021313153	1.945211944	1.526818129	1.326968989	ref4181	chr12	87172201	87172601	Tmed8
3439	4.045859727	4.239321901	3.482217662	3.290769786	2.74118441	2.920417956	ref4182	chr12	87173937	87174337	Tmed8
3440	2.523496852	2.002282703	1.885429725	2.210450621	1.873740604	1.518017282	ref4183	chr12	87201387	87202108	Samd15
3441	5.656188948	5.604318718	5.184015636	5.189652158	4.500313495	4.552549688	ref4184	chr12	87239168	87239568	Vipas39
