"seqnames" "start" "end" "RIP4" "RIP5" "RIP6" "RIP1" "RIP2" "RIP3" "GeneID"
"3653" "chr11" 119158684 119159084 26 23 24 46 61 11 "Tbc1d16"
"3654" "chr11" 119208644 119209044 84 109 126 191 298 120 "Tbc1d16"
"3655" "chr11" 119231742 119232373 82 69 112 185 243 156 "Ccdc40"
"3656" "chr11" 119239804 119240204 18 30 20 46 71 68 "Ccdc40"
"3657" "chr11" 119240273 119240673 18 17 30 27 12 28 "Ccdc40"
"3658" "chr11" 119253106 119253506 31 29 48 91 100 53 "Ccdc40"
"3659" "chr11" 119270287 119270687 321 473 552 228 308 330 "Gaa"
"3660" "chr11" 119343682 119344082 27 15 26 25 30 10 "Sgsh"
"3661" "chr11" 119343682 119344082 27 15 26 25 30 10 "Card14"
"3662" "chr11" 119344108 119344508 23 66 65 35 39 26 "Sgsh"
"3663" "chr11" 119344108 119344508 23 66 65 35 39 26 "Card14"
"3664" "chr11" 119345686 119346505 83 110 129 96 131 90 "Sgsh"
"3665" "chr11" 119507341 119508133 274 264 327 254 194 158 "Endov"
"3666" "chr11" 119646691 119647091 29 26 61 90 118 48 "Rptor"
"3667" "chr11" 119779495 119779895 7 2 14 10 4 6 "Rptor"
"3668" "chr11" 119898516 119898916 197 144 241 174 106 80 "Chmp6"
"3669" "chr11" 119898516 119898916 197 144 241 174 106 80 "Rptor"
"3670" "chr11" 119899097 119899497 236 199 251 206 186 125 "Chmp6"
"3671" "chr11" 119899097 119899497 236 199 251 206 186 125 "Rptor"
"3672" "chr11" 120001305 120001705 30 25 30 70 60 31 "Baiap2"
"3673" "chr11" 120011693 120012093 21 13 18 36 47 29 "Mir338"
"3674" "chr11" 120090971 120091371 133 112 109 230 180 123 "Enthd2"
"3675" "chr11" 120091390 120091790 97 122 118 201 174 119 "Enthd2"
"3676" "chr11" 120104355 120104755 228 257 352 189 292 253 "Slc38a10"
"3677" "chr11" 120105195 120105595 1506 1617 1982 1405 2390 1548 "Slc38a10"
"3678" "chr11" 120106366 120106766 242 234 285 236 365 229 "Slc38a10"
"3679" "chr11" 120109343 120109743 761 791 1038 1032 1648 1212 "Slc38a10"
"3680" "chr11" 120110059 120110459 422 413 559 561 873 542 "Slc38a10"
"3681" "chr11" 120271340 120271740 149 135 147 192 178 142 "Bahcc1"
"3682" "chr11" 120271834 120272234 191 186 272 347 384 263 "Bahcc1"
"3683" "chr11" 120276282 120277022 904 855 1163 1460 1433 1154 "Bahcc1"
"3684" "chr11" 120284072 120284472 137 132 179 126 184 119 "Bahcc1"
"3685" "chr11" 120287176 120287576 153 135 180 225 307 194 "Bahcc1"
"3686" "chr11" 120289705 120290105 156 130 211 221 284 191 "Bahcc1"
"3687" "chr11" 120373867 120374560 166 167 170 178 187 139 "Faap100"
"3688" "chr11" 120374944 120375344 63 58 28 22 12 10 "Faap100"
"3689" "chr11" 120376694 120377094 158 159 147 218 273 146 "Faap100"
"3690" "chr11" 120488431 120488831 346 169 197 1130 976 375 "Mrpl12"
"3691" "chr11" 120498421 120498821 28 30 29 57 74 47 "Slc25a10"
"3692" "chr11" 120561039 120561439 1156 1325 1412 1729 2742 2011 "P4hb"
"3693" "chr11" 120579050 120579450 498 339 377 1400 857 455 "Arhgdia"
"3694" "chr11" 120610009 120610409 531 503 617 729 617 540 "Pcyt2"
"3695" "chr11" 120638837 120639237 86 75 85 113 43 38 "Pycr1"
"3696" "chr11" 120658551 120658951 247 211 278 140 189 135 "Notum"
"3697" "chr11" 120659327 120659727 122 141 161 145 218 182 "Notum"
"3698" "chr11" 120659966 120660366 395 462 605 486 700 312 "Notum"
"3699" "chr11" 120720825 120721225 43 34 38 71 94 83 "Lrrc45"
"3700" "chr11" 120781321 120781721 108 140 113 181 169 142 "Rfng"
"3701" "chr11" 120787503 120788089 322 321 362 312 288 159 "Gps1"
"3702" "chr11" 120788854 120789254 300 259 327 361 358 226 "Gps1"
"3703" "chr11" 120788854 120789254 300 259 327 361 358 226 "Dus1l"
"3704" "chr11" 120806993 120807393 183 128 105 509 374 308 "Fasn"
"3705" "chr11" 120897266 120897666 58 65 112 45 65 46 "Ccdc57"
"3706" "chr11" 120957893 120958293 1055 806 1040 2986 5218 2402 "Slc16a3"
"3707" "chr11" 120963416 120963816 369 315 394 704 469 258 "Csnk1d"
"3708" "chr11" 120964266 120964666 36 55 67 51 101 87 "Csnk1d"
"3709" "chr11" 120990959 120991359 71 74 98 131 150 43 "Csnk1d"
"3710" "chr11" 121222344 121222744 86 59 85 86 66 68 "Hexdc"
"3711" "chr11" 121222344 121222744 86 59 85 86 66 68 "BC017643"
"3712" "chr11" 121222809 121223542 173 177 207 249 322 223 "BC017643"
"3713" "chr11" 121223573 121224236 113 124 140 136 188 132 "BC017643"
"3714" "chr11" 121252891 121253291 96 61 64 88 91 63 "Narf"
"3715" "chr11" 121306949 121307627 1689 1539 1934 2246 1664 1012 "Foxk2"
"3716" "chr11" 121616201 121616601 119 94 149 138 120 73 "Tbcd"
"3717" "chr11" 121616201 121616601 119 94 149 138 120 73 "B3gntl1"
"3718" "chr11" 121617104 121617504 341 292 377 307 386 248 "Tbcd"
"3719" "chr11" 121617104 121617504 341 292 377 307 386 248 "B3gntl1"
"3720" "chr11" 121637665 121638065 146 189 272 122 170 253 "B3gntl1"
"3721" "chr11" 121638202 121638918 118 153 182 130 158 183 "B3gntl1"
"3722" "chr11" 121707791 121708191 15 7 12 17 28 26 "Metrnl"
"3723" "chr11" 121715782 121716182 21 15 20 9 38 26 "Metrnl"
"3724" "chr12" 3365857 3366585 68 67 95 111 105 71 "Kif3c"
"3725" "chr12" 3366846 3367246 64 67 84 108 100 79 "Kif3c"
"3726" "chr12" 3404216 3404616 47 52 64 217 142 115 "Kif3c"
"3727" "chr12" 3404216 3404616 47 52 64 217 142 115 "1110002L01Rik"
"3728" "chr12" 3405392 3405792 107 74 95 404 272 161 "Kif3c"
"3729" "chr12" 3405392 3405792 107 74 95 404 272 161 "1110002L01Rik"
"3730" "chr12" 3496438 3496838 690 752 947 715 437 651 "Asxl2"
"3731" "chr12" 3500246 3500979 2678 2739 3176 2972 3071 2313 "Asxl2"
"3732" "chr12" 3501346 3501746 2764 2836 3722 3373 3130 2658 "Asxl2"
"3733" "chr12" 3879542 3879942 15 15 17 55 24 6 "Dnmt3a"
"3734" "chr12" 3907594 3907994 1893 1480 2161 8074 4681 2496 "Dnmt3a"
"3735" "chr12" 3965987 3966387 23 16 10 70 106 32 "Efr3b"
"3736" "chr12" 4134571 4134971 61 77 84 92 110 64 "Adcy3"
"3737" "chr12" 4214196 4214596 80 62 54 102 96 52 "Cenpo"
"3738" "chr12" 4247571 4247971 416 367 427 425 339 223 "Ncoa1"
"3739" "chr12" 4248070 4248470 27 33 34 31 25 21 "Ncoa1"
"3740" "chr12" 4249427 4249827 142 119 142 200 185 87 "Ncoa1"
"3741" "chr12" 4276425 4276825 80 85 140 113 196 83 "Ncoa1"
"3742" "chr12" 4286613 4287013 29 14 33 70 62 46 "Ncoa1"
"3743" "chr12" 4294866 4295266 239 222 268 234 288 156 "Ncoa1"
"3744" "chr12" 4295272 4295672 276 257 290 306 252 172 "Ncoa1"
"3745" "chr12" 4349541 4350306 120 138 147 167 170 133 "Ncoa1"
"3746" "chr12" 4352616 4353016 41 33 41 68 22 61 "Ncoa1"
"3747" "chr12" 4353337 4354224 187 212 246 234 183 226 "Ncoa1"
"3748" "chr12" 4427603 4428003 29 29 52 48 41 15 "Ncoa1"
"3749" "chr12" 4450260 4450660 111 122 183 133 222 101 "Ncoa1"
"3750" "chr12" 4621074 4621474 85 103 113 58 55 74 "Itsn2"
"3751" "chr12" 4655178 4655578 21 22 34 16 17 27 "Itsn2"
"3752" "chr12" 4656308 4656708 58 71 86 48 46 84 "Itsn2"
"3753" "chr12" 4667995 4668395 20 16 34 17 6 25 "Itsn2"
"3754" "chr12" 4668712 4669112 19 13 16 13 13 17 "Itsn2"
"3755" "chr12" 4720786 4721686 516 502 625 694 443 397 "Fam228a"
"3756" "chr12" 4850074 4851396 317 278 361 471 500 296 "BC068281"
"3757" "chr12" 4851472 4851872 187 158 203 264 207 239 "BC068281"
"3758" "chr12" 4880364 4880764 413 472 535 652 748 460 "Ubxn2a"
"3759" "chr12" 4982432 4982832 1 5 8 0 9 8 "Atad2b"
"3760" "chr12" 4994400 4994800 13 6 13 7 14 15 "Atad2b"
"3761" "chr12" 5031395 5031795 687 762 920 1307 1214 645 "Atad2b"
"3762" "chr12" 5044013 5044616 163 147 150 230 157 118 "Atad2b"
"3763" "chr12" 8266281 8266681 27 31 31 41 21 34 "Ldah"
"3764" "chr12" 8297813 8298730 76 40 58 48 78 42 "Gdf7"
"3765" "chr12" 8342046 8342670 297 227 308 233 196 126 "Hs1bp3"
"3766" "chr12" 8498112 8498512 86 65 75 242 173 76 "Rhob"
"3767" "chr12" 8498799 8499483 293 276 331 540 541 264 "Rhob"
"3768" "chr12" 8680775 8681537 262 308 348 256 222 321 "Pum2"
"3769" "chr12" 8749440 8749840 190 189 205 262 236 119 "Pum2"
"3770" "chr12" 8791996 8792396 127 98 119 353 475 370 "Sdc1"
"3771" "chr12" 8970000 8970400 10 5 16 43 44 50 "Matn3"
"3772" "chr12" 8991413 8991813 39 43 75 94 32 85 "Wdr35"
"3773" "chr12" 8991816 8992216 222 310 370 1014 1671 773 "Wdr35"
"3774" "chr12" 10394486 10395250 161 188 185 86 55 74 "Rdh14"
"3775" "chr12" 11240939 11241722 507 534 520 622 470 317 "Gen1"
"3776" "chr12" 11241963 11242473 194 202 209 195 95 137 "Gen1"
"3777" "chr12" 11300394 11300794 252 254 294 602 329 264 "Smc6"
"3778" "chr12" 11302532 11303509 264 340 455 290 438 406 "Smc6"
"3779" "chr12" 12354150 12354550 20 13 18 14 5 16 "4921511I17Rik"
"3780" "chr12" 12354150 12354550 20 13 18 14 5 16 "Fam49a"
"3781" "chr12" 12372752 12373394 102 139 131 142 137 131 "4921511I17Rik"
"3782" "chr12" 12372752 12373394 102 139 131 142 137 131 "Fam49a"
"3783" "chr12" 12936572 12937289 2623 1906 2234 8735 5290 2424 "Mycn"
"3784" "chr12" 13354141 13354541 1 3 0 3 8 8 "Nbas"
"3785" "chr12" 13395469 13396160 2 2 3 6 19 6 "Nbas"
"3786" "chr12" 13396600 13397414 49 56 58 53 38 47 "Nbas"
"3787" "chr12" 15793409 15793809 31 24 33 253 210 116 "Mir6387"
"3788" "chr12" 15815267 15815667 24 23 31 131 123 62 "Trib2"
"3789" "chr12" 16671760 16672160 53 48 57 54 39 31 "Greb1"
"3790" "chr12" 16825478 16825878 53 56 53 83 91 46 "E2f6"
"3791" "chr12" 16984673 16985073 1113 1031 1191 1487 1152 960 "Rock2"
"3792" "chr12" 18533697 18534097 993 1189 1494 1136 642 691 "5730507C01Rik"
"3793" "chr12" 20804755 20805155 1423 1362 1722 691 653 458 "1700030C10Rik"
"3794" "chr12" 20807196 20807596 475 513 669 641 449 372 "1700030C10Rik"
"3795" "chr12" 21324121 21324759 375 385 454 314 469 412 "Adam17"
"3796" "chr12" 21325094 21325494 784 726 975 926 1180 1057 "Adam17"
"3797" "chr12" 24043988 24044388 114 120 105 104 99 65 "9030624G23Rik"
"3798" "chr12" 24654876 24655777 410 355 442 359 269 253 "Klf11"
"3799" "chr12" 24660055 24660455 274 225 309 252 174 151 "Klf11"
"3800" "chr12" 24958990 24959390 138 115 169 212 240 121 "Mboat2"
"3801" "chr12" 25057547 25058284 2472 3387 3667 1353 1601 1341 "Kidins220"
"3802" "chr12" 25094055 25094455 43 33 24 469 295 188 "Id2"
"3803" "chr12" 25131776 25132176 25 12 9 85 75 17 "Gm17746"
"3804" "chr12" 27341019 27342428 991 747 644 2381 3276 1273 "Sox11"
"3805" "chr12" 28746899 28747299 464 473 463 680 676 420 "Trappc12"
"3806" "chr12" 30002296 30003025 437 396 502 371 646 604 "Pxdn"
"3807" "chr12" 30003098 30003498 162 131 134 70 84 121 "Pxdn"
"3808" "chr12" 30188945 30190650 44 27 76 46 19 37 "Sntg2"
"3809" "chr12" 31331485 31331885 149 155 184 200 121 124 "Dld"
"3810" "chr12" 31487527 31487927 513 476 633 856 300 470 "Cbll1"
"3811" "chr12" 31640398 31641015 220 185 195 342 225 197 "Dus4l"
"3812" "chr12" 32379515 32380241 144 137 164 431 313 202 "Ccdc71l"
"3813" "chr12" 33134734 33135134 60 52 52 52 55 31 "F730043M19Rik"
"3814" "chr12" 33367540 33367940 68 50 101 63 33 51 "Atxn7l1os2"
"3815" "chr12" 33367540 33367940 68 50 101 63 33 51 "Atxn7l1"
"3816" "chr12" 33375264 33375664 77 111 128 72 50 52 "Atxn7l1os2"
"3817" "chr12" 33437719 33438119 5171 4596 5401 11986 9292 4259 "Twistnb"
"3818" "chr12" 33958371 33958771 18 9 9 18 22 8 "Twist1"
"3819" "chr12" 33959036 33959436 137 107 91 280 165 77 "Twist1"
"3820" "chr12" 34726546 34726946 11 13 4 15 27 18 "Hdac9"
"3821" "chr12" 34727972 34728548 33 18 21 58 45 63 "Hdac9"
"3822" "chr12" 34733816 34734216 6 2 2 8 13 5 "Hdac9"
"3823" "chr12" 35127862 35128262 14 8 12 10 36 34 "Snx13"
"3824" "chr12" 35144102 35144502 194 263 260 202 234 197 "Snx13"
"3825" "chr12" 35504329 35504729 111 98 137 180 181 113 "Ahr"
"3826" "chr12" 36101132 36101834 72 55 76 135 54 63 "Bzw2"
"3827" "chr12" 36418478 36418878 21 13 22 18 2 10 "Mir3472"
"3828" "chr12" 36418478 36418878 21 13 22 18 2 10 "Ispd"
"3829" "chr12" 36446058 36446698 23 16 19 5 15 8 "Mir3472"
"3830" "chr12" 36446058 36446698 23 16 19 5 15 8 "Ispd"
"3831" "chr12" 37160696 37161096 8 5 6 7 6 7 "Meox2"
"3832" "chr12" 37365198 37365598 13 7 22 13 6 9 "Agmo"
"3833" "chr12" 37512883 37513283 9 8 6 1 4 6 "Agmo"
"3834" "chr12" 37935867 37936267 25 32 36 31 29 32 "Dgkb"
"3835" "chr12" 38003312 38003712 68 98 76 66 54 61 "Dgkb"
"3836" "chr12" 38074497 38075200 11 24 31 26 37 38 "Dgkb"
"3837" "chr12" 38197567 38197967 1 7 0 0 1 4 "Dgkb"
"3838" "chr12" 38569643 38570043 4 19 6 9 0 2 "4930428E07Rik"
"3839" "chr12" 38569643 38570043 4 19 6 9 0 2 "Dgkb"
"3840" "chr12" 38779989 38780389 36 28 15 23 44 20 "Etv1"
"3841" "chr12" 40035745 40036744 2180 1747 1648 4981 3178 1510 "Arl4a"
"3842" "chr12" 40769880 40770280 19 17 17 17 13 11 "Dock4"
"3843" "chr12" 40770357 40770757 63 67 76 40 67 53 "Dock4"
"3844" "chr12" 40844221 40844621 38 46 38 30 41 27 "Dock4"
"3845" "chr12" 41071504 41071904 14 20 35 23 28 42 "Immp2l"
"3846" "chr12" 41172799 41173199 60 76 90 53 60 68 "Immp2l"
"3847" "chr12" 41379112 41379512 14 22 21 7 11 3 "Immp2l"
"3848" "chr12" 41380093 41381629 50 60 86 54 47 65 "Immp2l"
"3849" "chr12" 41819889 41820289 33 41 72 38 77 38 "Immp2l"
"3850" "chr12" 44207179 44207579 224 230 259 114 188 128 "Dnajb9"
"3851" "chr12" 44208005 44208405 114 138 158 62 32 56 "Dnajb9"
"3852" "chr12" 44222374 44222774 44 50 42 95 72 68 "Gm2027"
"3853" "chr12" 44282571 44283338 538 649 639 363 324 310 "Pnpla8"
"3854" "chr12" 44311196 44311596 139 165 177 102 106 84 "Pnpla8"
"3855" "chr12" 44483355 44483755 19 11 12 22 29 8 "Nrcam"
"3856" "chr12" 44855459 44855859 129 137 209 309 288 146 "Stxbp6"
"3857" "chr12" 46699913 46700313 255 287 368 543 748 391 "Nova1"
"3858" "chr12" 46700366 46700766 67 58 73 149 101 105 "Nova1"
"3859" "chr12" 48250160 48250560 30 29 49 79 17 36 "Mir5125"
"3860" "chr12" 48256689 48257089 13 19 28 11 7 6 "Mir5125"
"3861" "chr12" 51372369 51372924 474 433 477 830 666 458 "G2e3"
"3862" "chr12" 51609713 51610113 349 312 403 408 270 222 "Strn3"
"3863" "chr12" 51748433 51748833 739 897 1020 812 754 497 "Hectd1"
"3864" "chr12" 51767495 51767895 173 138 170 107 61 81 "Hectd1"
"3865" "chr12" 51768468 51768868 445 452 432 352 477 262 "Hectd1"
"3866" "chr12" 51876989 51877389 69 60 47 73 102 49 "Heatr5a"
"3867" "chr12" 52113098 52114106 78 68 110 91 31 51 "Nubpl"
"3868" "chr12" 52114617 52115640 28 28 43 34 13 18 "Nubpl"
"3869" "chr12" 52516977 52517377 3966 4761 5294 5573 5726 4397 "Arhgap5"
"3870" "chr12" 52519323 52519837 1735 1903 2350 2407 2276 2160 "Arhgap5"
"3871" "chr12" 52567074 52567474 270 291 293 580 353 280 "Arhgap5"
"3872" "chr12" 52844010 52844600 33 28 48 14 9 17 "Akap6"
"3873" "chr12" 54001568 54001968 2 4 11 32 7 13 "Npas3"
"3874" "chr12" 54180105 54180622 69 73 60 284 213 77 "Egln3"
"3875" "chr12" 54690039 54690439 135 128 152 133 124 134 "Eapp"
"3876" "chr12" 54916402 54916802 44 40 36 62 81 55 "Baz1a"
"3877" "chr12" 54930163 54930563 61 38 44 208 131 53 "Baz1a"
"3878" "chr12" 54934660 54935060 229 213 203 1002 662 386 "Baz1a"
"3879" "chr12" 54939582 54939982 3 11 3 28 79 57 "Baz1a"
"3880" "chr12" 55066985 55067385 64 69 110 101 109 95 "2700097O09Rik"
"3881" "chr12" 55281256 55281656 32 31 27 34 18 31 "Ppp2r3c"
"3882" "chr12" 55304558 55304958 229 296 301 415 411 296 "1110008L16Rik"
"3883" "chr12" 55308573 55308973 124 123 171 187 153 232 "1110008L16Rik"
"3884" "chr12" 55632472 55632872 20 18 26 18 27 14 "Ralgapa1"
"3885" "chr12" 55676640 55677275 794 1065 1151 812 771 812 "Ralgapa1"
"3886" "chr12" 55704679 55705777 178 231 249 220 204 235 "Ralgapa1"
"3887" "chr12" 55706901 55707301 48 38 45 43 28 56 "Ralgapa1"
"3888" "chr12" 55727913 55728313 167 248 300 156 174 217 "Ralgapa1"
"3889" "chr12" 55728734 55729134 57 121 125 63 89 138 "Ralgapa1"
"3890" "chr12" 55729810 55730210 55 82 76 35 40 95 "Ralgapa1"
"3891" "chr12" 56532580 56532980 671 712 828 2055 3070 1480 "Nkx2-1"
"3892" "chr12" 57238334 57238734 945 716 828 2507 2092 929 "Prps1l3"
"3893" "chr12" 57238334 57238734 945 716 828 2507 2092 929 "Mipol1"
"3894" "chr12" 57238766 57239166 2782 2401 2593 6803 5759 2839 "Prps1l3"
"3895" "chr12" 57238766 57239166 2782 2401 2593 6803 5759 2839 "Mipol1"
"3896" "chr12" 57335765 57336165 38 37 40 39 49 44 "Mipol1"
"3897" "chr12" 57368898 57369298 14 40 40 11 26 20 "Mipol1"
"3898" "chr12" 57542722 57543122 34 26 29 22 34 23 "Foxa1"
"3899" "chr12" 59071332 59071732 3818 3558 4200 7257 3857 3604 "Pnn"
"3900" "chr12" 59072475 59072875 1964 1853 2100 2790 1765 1324 "Pnn"
"3901" "chr12" 59204335 59204735 248 224 268 473 505 276 "Fbxo33"
"3902" "chr12" 61639978 61640503 72 76 89 174 216 129 "Lrfn5"
"3903" "chr12" 64920928 64921328 65 81 65 125 166 54 "Gm527"
"3904" "chr12" 64943174 64943574 123 144 164 181 204 140 "Klhl28"
"3905" "chr12" 64951504 64951904 69 67 64 80 51 95 "Klhl28"
"3906" "chr12" 64957159 64957559 239 243 280 261 207 197 "Klhl28"
"3907" "chr12" 64966822 64967409 443 437 544 486 515 428 "Fam179b"
"3908" "chr12" 64967518 64967918 986 1279 1340 1543 1975 1157 "Fam179b"
"3909" "chr12" 64976514 64976914 259 291 293 328 348 290 "Fam179b"
"3910" "chr12" 65017092 65017492 7 10 22 13 24 14 "Fam179b"
"3911" "chr12" 65105082 65105482 338 380 439 506 833 348 "Fancm"
"3912" "chr12" 65106334 65106734 1072 1016 1301 1339 1600 969 "Fancm"
"3913" "chr12" 65113584 65113984 311 443 503 367 363 362 "Fancm"
"3914" "chr12" 65121486 65122107 1330 1459 1643 1425 1183 917 "Fancm"
"3915" "chr12" 65131060 65131460 166 190 201 174 71 135 "Fancm"
"3916" "chr12" 65135291 65135691 60 85 90 98 97 80 "Mis18bp1"
"3917" "chr12" 65143150 65143550 566 463 504 659 509 529 "Mis18bp1"
"3918" "chr12" 65148897 65149297 8732 9476 10207 13986 9148 9042 "Mis18bp1"
"3919" "chr12" 65158379 65158779 223 207 233 250 193 263 "Mis18bp1"
"3920" "chr12" 65161455 65161855 308 383 339 373 285 329 "Mis18bp1"
"3921" "chr12" 65226273 65226927 208 204 239 285 204 106 "Wdr20rt"
"3922" "chr12" 66283318 66283718 2148 1847 1831 6514 3415 1982 "Rpl10l"
"3923" "chr12" 67661013 67661413 31916 31489 43707 45536 28513 41421 "Gm17821"
"3924" "chr12" 67663604 67664004 2309 2377 3262 3275 2109 3375 "Gm17821"
"3925" "chr12" 67665316 67665984 84392 85598 114135 137809 81032 98179 "Gm17821"
"3926" "chr12" 67667598 67668177 7453 7851 9491 13225 26230 11328 "Gm17821"
"3927" "chr12" 69174570 69174970 132 127 122 218 110 104 "Lrr1"
"3928" "chr12" 69182754 69183154 1430 1042 1053 5274 3533 2030 "Rpl36al"
"3929" "chr12" 69184863 69185968 1240 1036 1136 1635 1967 1248 "Mgat2"
"3930" "chr12" 69189907 69190307 256 190 185 530 330 171 "Dnaaf2"
"3931" "chr12" 69196598 69197386 160 140 231 405 466 239 "9330151L19Rik"
"3932" "chr12" 69196598 69197386 160 140 231 405 466 239 "Dnaaf2"
"3933" "chr12" 69198009 69198409 14 14 29 49 43 27 "9330151L19Rik"
"3934" "chr12" 69198009 69198409 14 14 29 49 43 27 "Dnaaf2"
"3935" "chr12" 69317948 69318348 535 523 773 1314 883 789 "Nemf"
"3936" "chr12" 69322076 69322476 609 644 767 1264 1402 739 "Nemf"
"3937" "chr12" 69372887 69373287 6062 4690 4941 9054 6728 3529 "Arf6"
"3938" "chr12" 69585133 69585533 39 68 85 115 47 52 "Sos2"
"3939" "chr12" 69611176 69611576 25 20 50 30 63 30 "Sos2"
"3940" "chr12" 69616817 69617217 18 40 61 44 17 36 "Sos2"
"3941" "chr12" 69693463 69693863 27 43 40 33 80 62 "L2hgdh"
"3942" "chr12" 69717288 69717688 8 22 17 4 7 16 "L2hgdh"
"3943" "chr12" 69955781 69956364 11 2 6 1 2 2 "Atl1"
"3944" "chr12" 69965721 69966121 125 113 155 183 143 145 "Gm3086"
"3945" "chr12" 69965721 69966121 125 113 155 183 143 145 "Sav1"
"3946" "chr12" 69976040 69976440 83 68 61 105 52 69 "Sav1"
"3947" "chr12" 69984133 69984533 802 740 768 1635 1908 1013 "Sav1"
"3948" "chr12" 70013124 70014238 330 289 319 330 318 252 "Nin"
"3949" "chr12" 70043620 70044020 466 452 480 646 711 339 "Nin"
"3950" "chr12" 70044053 70044453 54 30 48 63 85 43 "Nin"
"3951" "chr12" 70045070 70045470 379 351 398 637 688 286 "Nin"
"3952" "chr12" 70899254 70899963 151 113 177 192 173 102 "Frmd6"
"3953" "chr12" 71015557 71015957 11 18 18 34 52 20 "3110056K07Rik"
"3954" "chr12" 71067011 71067411 379 380 387 552 415 284 "Arid4a"
"3955" "chr12" 71069676 71070076 177 145 196 228 177 110 "Arid4a"
"3956" "chr12" 71071623 71072023 111 155 137 136 87 74 "Arid4a"
"3957" "chr12" 71072446 71072846 163 208 222 276 196 86 "Arid4a"
"3958" "chr12" 71074987 71075387 3542 3862 4379 4517 4424 2895 "Arid4a"
"3959" "chr12" 71075648 71076202 663 697 864 607 581 495 "Arid4a"
"3960" "chr12" 71123229 71123629 97 54 67 227 152 71 "Timm9"
"3961" "chr12" 71137618 71138018 140 158 200 176 295 181 "2700049A03Rik"
"3962" "chr12" 71317449 71317849 328 292 400 377 336 241 "Dact1"
"3963" "chr12" 71317958 71318358 157 130 159 152 161 80 "Dact1"
"3964" "chr12" 71318539 71318939 177 150 195 137 106 83 "Dact1"
"3965" "chr12" 71965546 71965946 26 18 44 55 112 37 "Daam1"
"3966" "chr12" 71989609 71990009 146 164 147 129 153 88 "Daam1"
"3967" "chr12" 72096697 72097097 58 72 88 91 106 76 "Jkamp"
"3968" "chr12" 72097461 72097861 39 27 43 28 60 50 "Jkamp"
"3969" "chr12" 72100762 72101162 150 186 206 227 211 168 "Jkamp"
"3970" "chr12" 72125884 72126284 78 95 110 117 149 34 "Ccdc175"
"3971" "chr12" 72163072 72163472 25 33 44 17 9 8 "Ccdc175"
"3972" "chr12" 72163566 72163966 28 39 30 11 9 7 "Ccdc175"
"3973" "chr12" 72169519 72170113 8 14 11 0 8 5 "Ccdc175"
"3974" "chr12" 72170221 72170621 5 7 7 10 3 6 "Ccdc175"
"3975" "chr12" 72262713 72263113 52 39 41 65 71 79 "Rtn1"
"3976" "chr12" 72303619 72304019 17 17 11 19 36 24 "Rtn1"
"3977" "chr12" 72308227 72308627 74 45 58 128 127 107 "Rtn1"
"3978" "chr12" 72492029 72492429 18 30 41 24 44 23 "Lrrc9"
"3979" "chr12" 72541442 72541842 221 252 292 280 265 195 "Pcnxl4"
"3980" "chr12" 72567817 72568217 262 311 332 270 167 245 "Pcnxl4"
"3981" "chr12" 72568267 72568667 74 73 121 110 106 90 "Pcnxl4"
"3982" "chr12" 72573552 72573952 101 115 145 75 92 53 "Pcnxl4"
"3983" "chr12" 72574005 72574405 241 248 362 131 147 107 "Pcnxl4"
"3984" "chr12" 72575181 72575581 75 93 95 29 65 45 "Pcnxl4"
"3985" "chr12" 72783506 72784235 1455 1266 1375 2277 2188 1138 "Ppm1a"
"3986" "chr12" 73043284 73043684 23 27 13 123 47 42 "Six1"
"3987" "chr12" 73103561 73103961 990 902 1050 2177 1914 1398 "Six4"
"3988" "chr12" 73104021 73104421 266 250 310 451 293 280 "Six4"
"3989" "chr12" 73108697 73109097 363 273 303 707 584 423 "Six4"
"3990" "chr12" 73112791 73113365 167 129 157 358 499 241 "Six4"
"3991" "chr12" 73281246 73281646 125 119 145 348 234 139 "Trmt5"
"3992" "chr12" 73282534 73282934 77 67 90 127 86 64 "Trmt5"
"3993" "chr12" 73284647 73285047 525 401 585 1165 1055 601 "Trmt5"
"3994" "chr12" 73307205 73307605 23 13 30 41 49 27 "Slc38a6"
"3995" "chr12" 73544449 73545108 221 214 251 63 65 97 "Tmem30b"
"3996" "chr12" 74248464 74248864 0 0 2 0 2 7 "Syt16"
"3997" "chr12" 75379522 75379922 9 0 6 10 5 0 "Rhoj"
"3998" "chr12" 75453328 75453728 245 193 213 343 274 180 "Ppp2r5e"
"3999" "chr12" 75515332 75515732 157 184 196 191 181 195 "Ppp2r5e"
"4000" "chr12" 75632229 75632629 727 473 624 1489 1461 539 "Wdr89"
"4001" "chr12" 75632999 75633500 114 53 94 217 132 78 "Wdr89"
"4002" "chr12" 75930823 75931223 82 110 119 140 214 120 "Syne2"
"4003" "chr12" 75945136 75945536 61 102 89 112 123 104 "Syne2"
"4004" "chr12" 75965838 75966238 66 57 86 86 103 96 "Syne2"
"4005" "chr12" 75966559 75967262 194 250 239 300 444 265 "Syne2"
"4006" "chr12" 75969402 75969802 23 17 26 20 36 14 "Syne2"
"4007" "chr12" 76109803 76110431 129 96 129 127 168 106 "Syne2"
"4008" "chr12" 76327640 76328362 220 238 296 264 471 256 "Akap5"
"4009" "chr12" 76330055 76330455 66 86 104 73 97 53 "Akap5"
"4010" "chr12" 76348973 76349759 416 449 431 515 468 258 "Zbtb25"
"4011" "chr12" 76385446 76385846 155 154 160 225 175 103 "Zbtb1"
